course,code,meaning_2026_27,meaning_2027_28
tennessee-history,TN.24,"Discuss the contributions of important figures during Tennessee’s “golden age,” including: John Bell; David Crockett; James C. Jones; Newton Cannon; Ephraim Foster; Sequoyah; William Carroll; Sam Houston; Hugh Lawson White",Analyze the impact of the Indian Removal Act and the Trail of Tears on Tennessee.
tennessee-history,TN.25,Identify the significance of the Tennessee Constitution of 1834. (T.C.A. §49-6-1028),"Discuss the contributions of important figures during Tennessee’s “golden age,” including: • John Bell • Newton Cannon • William Carroll • David Crockett • Elihu Embree • Ephraim Foster • Sam Houston • Sequoyah • Hugh Lawson White"
tennessee-history,TN.26,"Describe the development of slavery in Tennessee from 1800 to 1860, including the distribution of slaves and conflicting attitudes among the three grand divisions.",Identify the significance of the Tennessee Constitution of 1834. (T.C.A. §49-6-1028)
tennessee-history,TN.27,Discuss the importance of the Nashoba Community and Free Hill as settlements for freed slaves.,"Describe the development of slavery in Tennessee from 1800 to 1860, including the distribution of enslaved persons and conflicting attitudes among the three grand divisions."
tennessee-history,TN.28,Explain the causes of the Civil War and how geographic and political divisions impacted Tennessee’s secession.,Discuss the importance of the Nashoba Community and Free Hill as settlements for formerly enslaved people.
tennessee-history,TN.29,"Describe Tennessee’s role in the Civil War, including: Sieges of Fort Henry and Fort Donelson; Battle of Shiloh; Battle of Stones River; Chattanooga Campaign; Johnsonville Campaign; Battle of Franklin; Battle of Nashville",Explain the causes of the Civil War and how geographic and political divisions impacted Tennessee’s secession.
tennessee-history,TN.30,"Identify the contributions of Tennesseans during the Civil War, including: Sam Davis; William Driver; David Farragut; Nathan Bedford Forrest; Isham Harris; Andrew Johnson; Sam Watkins","Describe important Civil War battles in Tennessee by region, including: • Sieges of Fort Henry • Fort Donelson • Battle of Shiloh • Knoxville Campaign • Chattanooga Campaign • Battle of Stones River • Fort Pillow Massacre • Battle of Franklin • Johnsonville Campaign • Battle of Nashville"
tennessee-history,TN.31,"Describe how the Civil War impacted various populations in Tennessee (e.g., African Americans, American Indians, and women).","Identify the influences of Tennesseans during the Civil War, including • Sam Davis • William Driver • David Farragut • Nathan Bedford Forrest • Isham Harris • Andrew Johnson • Sam Watkins"
tennessee-history,TN.32,Explain William Brownlow’s role in the development of Reconstruction.,"Describe the importance of the Medal of Honor, its origins in Tennessee, and its continued legacy to present-day."
tennessee-history,TN.33,Discuss the impeachment of President Andrew Johnson and its impact both nationally and in Tennessee.,Explain the significance of the Sultana disaster.
tennessee-history,TN.34,"Describe the rise, influence, and opposition of the Ku Klux Klan in Tennessee.","Describe how the Civil War impacted various populations in Tennessee (e.g., African Americans, American Indians, and women)."
tennessee-history,TN.35,"Explain the development and efforts of the Freedmen’s Bureau schools, including Fisk University.",Explain William Brownlow’s role in the development of Reconstruction.
tennessee-history,TN.36,"Identify early elected black lawmakers and leaders in Tennessee (e.g., Sampson Keeble and William Yardley), and determine their significance.",Explain the impacts of impeachment of President Andrew Johnson.
tennessee-history,TN.37,Explain the development of the 1870 Tennessee Constitution. (T.C.A. § 49-6-1028),"Describe the rise, influence, and opposition of the Ku Klux Klan in Tennessee."
tennessee-history,TN.38,"Identify exodusters (e.g., Benjamin “Pap” Singleton), and describe their experiences.","Explain the development and efforts of the Freedmen’s Bureau schools, including Fisk University."
tennessee-history,TN.39,Explain developments in Tennessee’s farming during the late 19th century as a result of industrialization.,"Identify and describe the significance of of early elected black lawmakers and leaders (e.g., John W. Boyd, Sampson Keeble, and William Yardley)."
tennessee-history,TN.40,"Describe the social, economic, and political changes to Tennessee in the post-Reconstruction era, and identify the laws put in place to exclude black lawmakers by 1890.","Explain the development, legacy, and changes of the 1870 Tennessee Constitution. (T.C.A. § 49-6- 1028)"
tennessee-history,TN.41,Discuss the impact of the yellow fever epidemic on Memphis.,"Describe the experiences of exodusters, including Benjamin “Pap” Singleton."
tennessee-history,TN.42,Describe the events that led to the Coal Creek Wars in Anderson and the surrounding counties over the state of Tennessee’s decision to replace coal miners with prisoners.,Explain developments in Tennessee’s farming during the late 19th century as a result of industrialization.
tennessee-history,TN.43,"Describe Tennessee’s Centennial Exposition, and explain its significance.","Describe the social, economic, and political changes to Tennessee in the post-Reconstruction era, and identify the laws put in place to exclude black lawmakers by 1890."
tennessee-history,TN.44,"Analyze the effect of Jim Crow laws on Tennessee, and identify the efforts of advocates for African Americans, including the significance of: W.E.B. Du Bois, James Napier, and Mary Church Terrell.",Discuss the impact of the yellow fever epidemic on Memphis.
tennessee-history,TN.45,"Summarize the influence of and reactions to the temperance movement in Tennessee, including the murder of Senator Edward Carmack.",Describe the events that led to the Coal Creek Wars in Anderson and the surrounding counties over the state of Tennessee’s decision to replace coal miners with prisoners.
tennessee-history,TN.46,"Describe Tennessee’s impact on the suffrage movement, including the following: “Perfect 36,” Harry Burn, Anne Dallas Dudley, and A.H. Roberts.","Describe Tennessee’s Centennial Exposition, and explain its significance."
tennessee-history,TN.47,"Explain Tennessee’s connection to World War I, including the impact of Alvin C. York and the Alcoa plant.","Analyze the effects of Jim Crow laws on Tennessee, including the efforts of advocates for African Americans: • W.E.B. Du Bois • James Napier • Mary Church Terrell • Ida B. Wells-Barnett"
tennessee-history,TN.48,Identify Governor Austin Peay and his influence on Tennessee’s infrastructure and education.,"Summarize the influence of and reactions to the temperance movement in Tennessee, including the murder of Senator Edward Carmack."
tennessee-history,TN.49,Analyze how the Scopes Trial reflected societal tension between tradition and modernity.,"Describe Tennessee’s impact on the suffrage movement, including Harry Burn, Anne Dallas Dudley, and A.H. Roberts."
tennessee-history,TN.50,"Describe major developments in country music (e.g., Grand Ole Opry, WSM, and the Carter family) and blues music (e.g., W.C. Handy and Bessie Smith) in Tennessee during this era.","Explain Tennessee’s connection to World War I, including the impact of Alvin C. York and the Alcoa plant."
tennessee-history,TN.51,"Describe how the Great Depression and New Deal programs impacted Tennesseans, including the significance of: the Agricultural Adjustment Act, Civilian Conservation Corps, Tennessee Valley Authority, and Great Smoky Mountains National Park.",Identify Governor Austin Peay and his influence on Tennessee’s infrastructure and education.
tennessee-history,TN.52,"Analyze the impact Tennessee innovators (e.g., David Crosthwait and Clarence Saunders) had on the nation.",Analyze how the Scopes Trial reflected societal tension between tradition and modernity.
tennessee-history,TN.53,"Evaluate Tennessee’s contributions during World War II, including the impact of Camp Forrest, Camp Tyson, and Oak Ridge as well as the influence of Tennesseans during the war (e.g., Cornelia Fort and Cordell Hull).","Describe major developments in music in Tennessee during this era: • Country Music (e.g., Grand Ole Opry, WSM, Carter family, Bristol Sessions) • Blues Music (e.g., W.C. Handy and Bessie Smith)"
tennessee-history,TN.54,Describe major agricultural shifts in Tennessee post-World War II and their impact economically and socially.,"Analyze how the Great Depression and New Deal programs impacted Tennesseans, including: • Agricultural Adjustment Act • Civilian Conservations Corps • Tennessee Valley Authority • Great Smoky Mountains National Park"
tennessee-history,TN.55,"Analyze the significance of key Tennesseans on both the state and national level during the 1950s and 1960s, including: Frank Clement, Ed Crump, Al Gore, Sr., Estes Kefauver, and John Seigenthaler.","Explain the impact Tennessee innovators had on the nation (e.g., David Crosthwait and Clarence Saunders)."
tennessee-history,TN.56,"Describe Tennessee’s role in the Civil Rights Movement (e.g., sit-ins and Diane Nash, Highlander Folk School, Tent City Movement of Fayette County, Columbia Race Riots, and the Clinton Twelve). (T.C.A. § 49-6-1006)","Describe Tennessee’s contributions during World War II, including the impact of Camp Forrest, Camp Tyson, and Oak Ridge (e.g., Manhattan Project) as well as the influence of Tennesseans during the war (e.g., Cornelia Fort and Cordell Hull)."
tennessee-history,TN.57,"Identify major Tennessee figures involved in the Civil Rights Movement (e.g., Rev. James Lawson, Kelly Miller Smith). (T.C.A. § 49-6-1006)",Describe major agricultural shifts in Tennessee post-World War II and their impact economically and socially.
tennessee-history,TN.58,"Describe the purpose of Martin Luther King, Jr.’s presence in Memphis, the circumstances leading to his assassination, and the significance of the placement of the National Civil Rights Museum at the Lorraine Motel. (T.C.A. § 49-6-1006)","Analyze the significance of key Tennesseans on both state and national levels during the 1950s and 1960s, including: • Frank Clement • Ed Crump • Al Gore, Sr. • Estes Kefauver • John Seigenthaler"
tennessee-history,TN.59,"Discuss the development of rock ‘n’ roll music in Tennessee and its impact on the changing American culture, including the significance of: Elvis Presley, Stax Records, and Sun Studio.","Describe Tennessee’s role in the Civil Rights Movement, including: • Sit-ins • Diane Nash • John Lewis • Highlander Folk School • Tent City Movement of Fayette County • Columbia Race Riots • Scarboro 85 and the Clinton 12 (T.C.A. § 49-6-1006)"
tennessee-history,TN.60,"Describe cultural developments in Tennessee during the 1970s and 1980s, including: Country Music Hall of Fame, Music Row, Opryland, and the 1982 World’s Fair.","Identify major Tennessee figures involved in the Civil Rights Movement (e.g., Rev. James Lawson, Kelly Miller Smith). (T.C.A. § 49-6-1006)"
tennessee-history,TN.61,"Identify the contributions of influential Tennesseans of the era, including: Lamar Alexander; Alex Haley; Pat Summitt; Howard Baker; Dolly Parton; Fred Thompson; Al Gore, Jr.; Wilma Rudolph; Oprah Winfrey","Describe the purpose of Martin Luther King, Jr.’s presence in Memphis, the circumstances leading to his assassination, and the significance of the placement of the National Civil Rights Museum at the Lorraine Motel. (T.C.A. § 49-6-1006)"
tennessee-history,TN.62,"Identify major attractions and events that fuel the tourism industry in Tennessee, including the impact of: Bristol Motor Speedway; Pigeon Forge (Gatlinburg); Civil War sites; State and national parks; CMA Music Festival; Tennessee Aquarium; Graceland","Discuss the development of rock ‘n’ roll music in Tennessee and its impact on the changing American culture, including the significance of Elvis Presley, Stax Records, and Sun Studio."
tennessee-history,TN.63,"Discuss the impact of major businesses in Tennessee, such as: AutoZone; Nissan; Eastman; Toyota; FedEx; Volkswagen; HCA","Describe cultural developments in Tennessee during the 1970s and 1980s, including the Country Music Hall of Fame, Music Row, Opryland, and the 1982 World’s Fair."
tennessee-history,TN.64,"Describe significant and/or unique products from Tennessee (e.g., Cracker Barrel, Goo Goo Cluster, Moon Pie, Mountain Dew).","Identify the contributions of influential Tennesseans of the era, including: • Lamar Alexander • Howard Baker • Al Gore, Jr. • Alex Haley • Dolly Parton • Wilma Rudolph • Pat Summitt • Fred Thompson • Oprah Winfrey"
grade-06,6.03,"Explain the impact of the Agricultural Revolution, including: Barter economy; Domestication of plants and animals; Emergence of permanent settlements; Food surpluses; Labor specialization; New sources of clothing and shelter","Explain the impact of the Neolithic Revolution, including: • Agriculture • Domestication of plants and animals • Emergence of permanent settlements • Food surpluses • Increased Barter economy • Labor specialization • New sources of clothing and shelter"
grade-06,6.10,"Explain the concept of polytheism and its presence in Mesopotamia, with respect to beliefs about the relationship of deities to the natural world and their importance in everyday life.",Describe the social hierarchy of ancient Mesopotamian society.
grade-06,6.11,"Identify important achievements of the Mesopotamian civilization, including cuneiform, clay tablets, and ziggurats, and identify the Epic of Gilgamesh as the oldest written epic.","Explain the concept of polytheism in Mesopotamia, with respect to beliefs about the relationship of deities to the natural world and their importance in everyday life."
grade-06,6.12,"Analyze the impact of the introduction of written law in the Code of Hammurabi, and explain its basic principles of justice.","Identify important achievements of the Mesopotamian civilization, including cuneiform, clay tablets, and ziggurats, and identify the Epic of Gilgamesh as the oldest written epic."
grade-06,6.13,"Identify and locate geographical features of ancient Egypt, including: Mediterranean Sea; Red Sea; Nile Delta; The regions of Upper and Lower Egypt; Nile River; The Sahara","Analyze the impact of the Code of Hammurabi, including the introduction of written law and basic principles of justice."
grade-06,6.14,"Explain how agricultural practices impacted life and economic growth in ancient Egypt, including the use of irrigation and development of a calendar.","Identify and locate on a map geographical and political features of ancient Egypt, including: • Mediterranean Sea • Nile Delta • Nile River • Nubia • Red Sea • The regions of Upper and Lower Egypt • The Sahara"
grade-06,6.15,"Explain the structure of ancient Egyptian society, including: Relationships between groups of people; How social classes were organized by occupation; Positions of pharaohs as god/kings; Role of slaves","Explain how agricultural practices impacted life in ancient Egypt, including the use of irrigation and development of a calendar."
grade-06,6.16,"Explain the polytheistic religion of ancient Egypt, with respect to beliefs about the afterlife, the reasons for mummification, and the use of pyramids.","Describe the social structure of ancient Egyptian society, including: • How social classes were organized by occupation • Role of enslaved people • Position of pharaoh as a god-king"
grade-06,6.17,"Analyze the impact of key figures from ancient Egypt, including: Growth under the leadership of Queen Hatshepsut and her economic policies; Ramses the Great's military conquests leading to growth of the kingdom; Significance of the discovery of Tutankhamun's tomb on the understanding of ancient Egypt","Explain the concept of polytheistic religion in ancient Egypt, with respect to the beliefs about the afterlife and reasons for mummification."
grade-06,6.18,"Analyze the achievements of ancient Egyptian civilization, including: hieroglyphics, papyrus, and the pyramids and Sphinx at Giza.","Analyze the impact of key figures from ancient Egypt, including: • Growth under the leadership of Queen Hatshepsut and her economic policies • Significance of the discovery of Tutankhamun’s tomb on the understanding of ancient Egypt • Ramses the Great’s military conquests leading to growth of the kingdom"
grade-06,6.19,"Examine the cultural diffusion of ancient Egypt with surrounding civilizations through trade and conflict, including its relationship with Nubia.","Analyze the achievements of ancient Egypt, including hieroglyphics, papyrus, and structures at Giza (i.e., the pyramids and Sphinx)."
grade-06,6.20,"Identify and locate geographical features of ancient Israel, including: Dead Sea; Mediterranean Sea; Jerusalem; Red Sea; Jordan River; Sinai Peninsula","Examine the relationship between ancient Egypt and Nubia, including cultural diffusion through trade and conflict."
grade-06,6.21,"Describe the development of the ancient Israelites, and explain the reasons for their movements from Mesopotamia to Canaan (later called Israel), from Canaan to Egypt, and from Egypt back to Canaan.","Identify and locate on a map geographical and political features of ancient Israel, including: • Dead Sea • Jerusalem • Jordan River • Mediterranean Sea • Red Sea • Sinai Peninsula"
grade-06,6.22,"Describe the origins and central features of Judaism: Key Person(s): Abraham, Moses; Sacred Texts: The Tanakh (i.e., Hebrew Bible); Basic Beliefs: monotheism, Ten Commandments, emphasis on individual worth and personal responsibility","Analyze the development of the ancient Israelites, and explain the reasons for their movements from Mesopotamia (i.e., Ur of the Chaldees) to Canaan (later called Israel), from Canaan to Egypt, and from Egypt back to Canaan."
grade-06,6.23,"Identify the importance of Saul as the first king of Israel, David as the second king who founded Jerusalem as the capital, and Solomon as the third king who built the first temple.","Describe the origins and central features of Judaism: • Key Person(s): Abraham, Moses • Sacred Texts: The Tanakh (i.e., Hebrew Bible, including the Torah) • Basic Beliefs: monotheism, Ten Commandments, emphasis on individual worth and personal responsibility"
grade-06,6.24,"Summarize the breakup of the Kingdom of Israel, Babylonian captivity, and the return of the Jews to their homeland under the Persian Empire.","Identify the importance of Saul as the first king of Israel, David as the second king who founded Jerusalem as the capital, and Solomon as the third king who built the first temple."
grade-06,6.25,"Identify and locate geographical features of ancient India, including: Ganges River; Indus River; Himalayan Mountains; Monsoon winds; Indian Ocean; Subcontinent of India","Explain the Assyrian and Babylonian captivities and exiles after the breakup of the Kingdom of Israel, and the return of the Jews to their homeland under the Persian Empire."
grade-06,6.26,"Explain the emergence of the Harappan civilization in the Indus River Valley as an early agricultural civilization, and describe its achievements, including: Architecture built with bricks; Arranging roads into a series of grid-systems; Sanitation and sewer systems","Identify and locate on a map geographical and climatic features of ancient India, including: • Ganges River • Himalayan Mountains • Indian Ocean • Indus River • Monsoon winds • Subcontinent of India"
grade-06,6.27,"Describe the social structure of the caste system, and explain its effect on everyday life in ancient India.","Analyze the Indus River Valley civilizations of Harappa and Mohenjo-Daro as early agricultural civilizations, and describe their achievements, including: • Architecture built with bricks • Well planned grid system of roads • Sanitation and sewer systems"
grade-06,6.28,"Describe the origins and central features of Hinduism: Key Person(s): origins in Aryan traditions; Sacred Texts: The Vedas; Basic Beliefs: dharma, karma, reincarnation, and moksha","Describe the effects of the Aryan migration into India, including changes to religion, social structure, and language."
grade-06,6.29,"Describe the origins and central features of Buddhism: Key Person(s): Siddhartha Gautama (Buddha); Sacred Texts: Tripitaka; Basic Beliefs: Four Noble Truths, Eightfold Path, Nirvana","Describe the social structure of the caste system, and explain its effect on everyday life in ancient India."
grade-06,6.30,"Identify the long-lasting intellectual traditions that emerged during the late empire of ancient India, including: medical education, medical techniques, and mathematics (e.g., Hindu-Arabic numerals).","Describe the origins and central features of Hinduism: • Key Person(s): origins in Aryan traditions • Sacred Texts: The Vedas • Basic Beliefs: dharma, karma, reincarnation, and moksha"
grade-06,6.31,"Identify and locate geographical features of ancient China, including: Gobi Desert; Plateau of Tibet; Himalayan Mountains; Yangtze River; Pacific Ocean; Yellow River","Describe the origins and central features of Buddhism: • Key Person(s): Siddhartha Gautama (Buddha) • Sacred Texts: Tripitaka • Basic Beliefs: Four Noble Truths, Eightfold Path, Nirvana"
grade-06,6.32,"Analyze the influence of geographic features on the origins of ancient Chinese civilization in the Yellow River Valley, and explain how China's geography helped create a unique yet diverse cultural identity that was isolated from the rest of the world.","Analyze the achievements of ancient India, including medical education, medical techniques, yoga as a Hindu practice, and mathematics (e.g., Hindu-Arabic numerals)."
grade-06,6.33,Describe how the size of ancient China made governing difficult and how the concepts of the mandate of heaven and Legalism emerged as solutions to this problem.,"Identify and locate on a map geographical features of ancient China, including: • Gobi Desert • Himalayan Mountains • Pacific Ocean • Plateau of Tibet • Yangtze River • Yellow River"
grade-06,6.34,"Identify the political and cultural problems prevalent in the time of Confucius and how the philosophy of Confucianism and The Analects emphasized the concepts of kinship, order, and hierarchy to address these problems.","Explain the origin of ancient China's civilizations in the Yellow River Valley (e.g., Xia and Shang Dynasty)."
grade-06,6.35,"Explain the significance of the unification of ancient China into the first Chinese empire by Qin Shi Huangdi, beginning the Qin Dynasty.",Analyze how China's geography made governing difficult and influenced isolation from the rest of the world.
grade-06,6.36,Explain how the implementation of the philosophy of Confucianism led to the political success and longevity of the Han Dynasty.,"Describe the concepts of the Mandate of Heaven, it's origin in the Zhou Dynasty, and how Legalism emerged as a solution to cultural, geographic, and political challenges."
grade-06,6.37,"Explain the major accomplishments of the Han Dynasty, including: the magnetic compass, paper making, porcelain, silk, and woodblock printing.","Explain the significance of the unification of ancient China into the first Chinese empire by Qin Shi Huangdi, beginning the Qin Dynasty, including building projects (e.g., the Great Wall, roads and canals), and a standardized writing system."
grade-06,6.38,"Describe how the desire for Chinese goods influenced the creation of The Silk Road and initiated cultural diffusion throughout Eurasia, including the introduction of Buddhism into ancient China.","Identify the political and cultural problems prevalent in the time of Confucius, and how the philosophy of Confucianism and The Analects emphasized the concepts of kinship, order, and hierarchy to address these problems."
grade-06,6.39,"Identify and locate geographical features of ancient Greece, including: Asia Minor; Mediterranean Sea; Athens; Peloponnesian peninsula; Macedonia; Sparta","Explain how the Han Dynasty's political success was influenced by Confucianism, and describe major accomplishments such as the magnetic compass, paper making, porcelain, silk, seismograph and woodblock printing."
grade-06,6.40,"Analyze how the geographical features of ancient Greece, including its mountainous terrain and access to the Mediterranean Sea, contributed to its organization into city-states, role in maritime trade, and colonies in the Mediterranean.","Explain how the development of the Silk Road led to cultural diffusion between China and Eurasia, including traded goods and the spread of Buddhism into ancient China."
grade-06,6.41,"Examine the concept of the polis in Greek city-states, including the ideas of: citizenship, civic participation, and the rule of law.","Identify and locate on a map geographical and political features of ancient Greece, including: • Aegean Sea • Asia Minor • Athens • Macedonia • Mediterranean Sea • Peloponnesian peninsula • Sparta"
grade-06,6.42,Explain the basic concepts of direct democracy and oligarchy.,"Analyze how the geographic features of ancient Greece, including its mountainous terrain and access to the Mediterranean Sea, contributed to its organization into city-states, role in maritime trade, and colonies in the Mediterranean."
grade-06,6.43,"Explain the characteristics of the major Greek city-states of Athens and Sparta, including: Advantages of each geographic location; Status of women; Approaches to education; Styles of government; Practice of slavery","Examine the concept of the polis in Greek city-states, including the ideas of citizenship, civic participation, and the rule of law."
grade-06,6.44,"Analyze the causes and consequences of the Persian Wars, including the role of Athens and its cooperation with Sparta to defend the Greek city-states.","Contrast the characteristics of the major Greek city-states of Athens and Sparta, including: • Approaches to education • Geographic locations • Role of enslaved persons • Status of women • Styles of government (i.e., direct democracy and oligarchy)"
grade-06,6.46,"Explain the polytheistic religion of ancient Greece, with respect to beliefs about the humanlike qualities of the deities, their importance in everyday life, and the emergence of the Olympic Games to honor Zeus.","Analyze the causes and consequences of the Peloponnesian Wars, including how the growing political conflict between Athens and Sparta led to war and weakened the city-states."
grade-06,6.47,"Explain the historical significance of ancient Greek literature, including how the Iliad and the Odyssey provide insight into the life of the ancient Greeks.","Explain the polytheistic religion of ancient Greece, with respect to beliefs about the humanlike qualities of the deities, their importance in everyday life, and the emergence of the Olympic Games to honor Zeus."
grade-06,6.53,"Describe the government of the Roman Republic, including: Branches of government; Checks and balances; Civic participation; Representative democracy; The rule of law and the Twelve Tables","Describe the class system of ancient Rome, including the role of patricians, plebeians, and enslaved people in Roman society."
grade-06,6.54,"Describe the class system of ancient Rome, including the role of patricians, plebeians, and slaves in Roman society.","Describe the government of the Roman Republic, including: • Branches of government • Checks and balances • Civic participation • Representative democracy • The rule of law and the Twelve Tables"
grade-07,7.01,"Identify and locate the geographical features of East Asia, including: • China • Gobi Desert • Himalayan Mountains • Japan • Korean Peninsula • Pacific Ocean • Plateau of Tibet • Sea of Japan (East Sea) • Yangtze River • Yellow River","Identify the continuation of the Eastern Roman Empire as the Byzantine Empire including its use of Greek culture, and describe the diffusion of Christianity and the preservation of the Latin language."
grade-07,7.02,Describe how the reunification of China prior to the Tang Dynasty helped spread Buddhist beliefs.,"Explain the importance of Justinian's political, social, and architectural achievements, including: • Expanding the empire • Spreading Christianity • The role of Theodora • Justinian Code • The Hagia Sophia"
grade-07,7.03,"Summarize agricultural, commercial, and technological developments during the Song Dynasties, and describe the role of Confucianism during the Song.","Analyze the importance of regional geography, trade, and the location of Constantinople in maintaining European culture."
grade-07,7.04,"Examine the rise of the Mongol Empire, including the conquests of Genghis Khan.","Identify and locate on a map the geographical and political features of Southwest Asia and North Africa, including: • Arabian Peninsula • Arabian Sea • Black Sea • Euphrates River • Mecca • Mediterranean Sea • Persian Gulf • Red Sea • Tigris River"
grade-07,7.05,"Describe Kublai Khan's conquest of China, and explain how he was able to maintain control of the Yuan Empire.","Describe the origins and central features of Islam: • Key Person(s): Mohammad • Sacred Texts: The Quran and The Sunnah • Basic Beliefs: monotheism, Five Pillars"
grade-07,7.06,"Summarize the effects of the Mongolian empires on the Silk Roads, including the importance of Marco Polo's travels on the spread of Chinese technology and Eurasian trade.",Describe how trade and expansion led to the diffusion of Islamic culture and the Arabic language.
grade-07,7.07,"Analyze the achievements of the Ming Dynasty and reasons for its isolationism, including building projects (e.g., the Forbidden City and reconstruction of the Great Wall) and Zheng He's sea voyages.",Summarize the contributions of the region’s scholars in the areas of: • Art • Literature • Mathematics • Medicine • Navigation • Science
grade-07,7.08,Describe the origins and central features of Shintoism: • Key Person(s): None • Sacred Texts: No sacred text • Basic Beliefs: localized tradition that focuses on ritual practices that are carried out with discipline to maintain connections with ancient past; animism and Kami,"Explain the importance of Mehmed II the Conqueror, the fall of Constantinople, and the establishment of the Ottoman Empire."
grade-07,7.09,Explain how Japanese culture changed through Chinese and Korean influences (including Buddhism and Confucianism) as shown in the Constitution of Prince Shotoku and the adoption of the Chinese writing system.,"Analyze the development of trade routes throughout Asia, Africa, and Europe and the expanding role of merchants, including the trade in spices, paper, textiles, and navigational tools."
grade-07,7.10,Describe how the Heian aristocracy contributed to the development of a Japanese national culture.,"Identify and locate on a map the geographical and political features of West Africa, including: • Atlantic Ocean • Djenne • The Sahara • The Niger River • Timbuktu"
grade-07,7.11,Analyze the rise of a military society in the late 12th century and the role of the shogun and samurai in Japanese society.,"Explain indigenous African spiritual traditions, including ancestor worship, animism, and the relationship between humans and deities."
grade-07,7.12,"Identify the continuation of the Eastern Roman Empire as the Byzantine Empire, and describe the diffusion of Christianity and the Latin language.","Analyze the growth of the kingdoms of Ghana, Mali, and Songhai, including cities such as Djenne and Timbuktu as centers of trade, culture, and learning."
grade-07,7.13,"Explain the importance of Justinian's political, social, and architectural achievements.","Analyze how the exchange of salt, gold, and enslaved people along the Trans-Saharan trade route led to religious and cultural changes, such as the growth of Islam and the Arabic language."
grade-07,7.14,Analyze the importance of regional geography and the location of Constantinople in maintaining European culture.,Describe the role of griots and their use of oral traditions in the transmission of West African history and culture.
grade-07,7.15,"Identify and locate the geographical features of Southwest Asia and North Africa, including: • Arabian Peninsula • Arabian Sea • Black Sea • Caspian Sea • Euphrates River • Mecca • Mediterranean Sea • Persian Gulf • Red Sea • Tigris River",Explain the importance of the Malian king Mansa Musa and his pilgrimage to Mecca in 1324.
grade-07,7.16,"Describe the origins and central features of Islam: • Key Person(s): Mohammad • Sacred Texts: The Quran and The Sunnah • Basic Beliefs: monotheism, Five Pillars","Identify and locate on a map the geographical and political features of East Asia, including: • China • Gobi Desert • Himalayan Mountains • Japan • Korean Peninsula • Pacific Ocean • Plateau of Tibet • Sea of Japan (i.e., East Sea) • Yangtze River • Yellow River"
grade-07,7.17,"Describe the diffusion of Islam, its culture, and the Arabic language.","Describe the reunification of China during the Sui Dynasty, including the spread of Buddhism and the building of the Grand Canal."
grade-07,7.18,Summarize the contributions of the region's scholars in the areas of: • Art • Geography • Literature • Mathematics • Medicine • Philosophy • Science,"Describe the developments (e.g., gunpowder and the reopening of the Silk Road) during the Tang Dynasty, including the expansion of Confucianism."
grade-07,7.19,"Explain the importance of Mehmed II the Conqueror, the fall of Constantinople, and the establishment of the Ottoman Empire.","Describe the developments (e.g., fast-ripening rice and mariner’s compass) during the Song Dynasty, and examine the role of Neo-Confucianism in instituting merit-based civil service exams."
grade-07,7.20,"Analyze the development of trade routes throughout Asia, Africa, and Europe and the expanding role of merchants.","Examine the rise of the Mongol Empire, including the conquests of Genghis Khan and Kublai Khan's establishment of the Yuan Dynasty."
grade-07,7.21,"Identify and locate the geographical features of West Africa, including: • Atlantic Ocean • Djenne • Gulf of Guinea • Niger River • The Sahara • Timbuktu","Summarize the effects of the Mongolian empires on the Silk Roads, including the importance of Marco Polo’s travels on the spread of Chinese technology and Eurasian trade."
grade-07,7.22,"Explain indigenous African spiritual traditions, including: ancestor worship, animism, and the relationship between humans and deities.","Analyze the achievements of the Ming Dynasty and reasons for its isolationism, including building projects (e.g., the Forbidden City and reconstruction of the Great Wall) and Zheng He’s sea voyages."
grade-07,7.23,"Analyze the growth of the kingdoms of Ghana, Mali, and Songhai, including cities such as Djenne and Timbuktu as centers of trade, culture, and learning.",Describe the origins and central features of Shintoism: • Key Person(s): None • Sacred Texts: No sacred text • Basic Beliefs: localized tradition that focuses on ritual practices that are carried out with discipline to maintain connections with ancient past; animism and Kami
grade-07,7.24,"Describe the role of the Trans-Saharan caravan trade in the changing religious and cultural characteristics of West Africa and in the exchange of salt, gold, and slaves.",Explain how Japanese culture changed through Chinese and Korean influences (including Buddhism and Confucianism) as shown in the Constitution of Prince Shotoku and the adoption of the Chinese writing system.
grade-07,7.25,Explain the importance of griots in the transmission of West African history and culture.,"Describe how the Heian aristocracy contributed to the development of a Japanese national culture, including politics, art, language, and literature (e.g., Tale of Genji as the world's first novel)."
grade-07,7.26,Explain the importance of the Malian king Mansa Musa and his pilgrimage to Mecca in 1324.,"Analyze the rise of a military society in the late 12th century, and the role of the shogun and samurai in Japanese society."
grade-07,7.39,"Explain the significance of the Reconquista, Inquisition, and the rise of Spanish and Portuguese kingdoms in the Iberian Peninsula.","Describe the rise of Spanish and Portuguese kingdoms in the Iberian Peninsula, and explain the significance of the Reconquista and Inquisition."
grade-07,7.40,"Explain how the location of the Italian Peninsula impacted the movement of resources, knowledge, and culture throughout Italy's independent trade cities.","Describe the Moorish (i.e., Muslim) and Jewish influences on the Renaissance in cities such as Toledo, Cordoba, and Granada."
grade-07,7.41,"Identify the importance of Florence, Italy and the Medici Family in the early stages of the Renaissance.","Explain how the location of the Italian Peninsula impacted the movement of resources, knowledge, and culture throughout Italy’s independent trade cities."
